match_id,match_outcome,home_team,home_goals,home_xg,home_shots,home_passes,home_pressuredpasses,home_pressureddribbles,home_highpasses,home_groundpasses,home_pass_length,home_crosses,home_dribbles,home_tackles,home_tackles_success,home_interceptions,home_pressures,home_blocks,home_fouls,home_counterattacks,home_passes_att3rd,home_passes_scorebox,home_vertical_passing_dist,home_actions_scorebox,away_team,away_goals,away_xg,away_shots,away_passes,away_pressuredpasses,away_pressureddribbles,away_highpasses,away_groundpasses,away_pass_length,away_crosses,away_dribbles,away_tackles,away_tackles_success,away_interceptions,away_pressures,away_blocks,away_fouls,away_counterattacks,away_passes_att3rd,away_passes_scorebox,away_vertical_passing_dist,away_actions_scorebox,xg_diff,shots_diff,passes_diff,highpasses_diff,groundpasses_diff,pressuredpasses_diff,pass_length_diff,crosses_diff,dribbles_diff,tackles_diff,tackles_success_diff,interceptions_diff,pressures_diff,blocks_diff,fouls_diff,counterattacks_diff,passes_att3rd_diff,passes_scorebox_diff,vertical_passing_dist_diff,actions_scorebox_diff,goals_diff,home_xg_scaled,away_xg_scaled,home_shots_scaled,away_shots_scaled,home_passes_scaled,away_passes_scaled,home_highpasses_scaled,away_highpasses_scaled,home_groundpasses_scaled,away_groundpasses_scaled,home_pressuredpasses_scaled,away_pressuredpasses_scaled,home_pass_length_scaled,away_pass_length_scaled,home_crosses_scaled,away_crosses_scaled,home_dribbles_scaled,away_dribbles_scaled,home_tackles_scaled,away_tackles_scaled,home_tackles_success_scaled,away_tackles_success_scaled,home_interceptions_scaled,away_interceptions_scaled,home_pressures_scaled,away_pressures_scaled,home_blocks_scaled,away_blocks_scaled,home_fouls_scaled,away_fouls_scaled,home_counterattacks_scaled,away_counterattacks_scaled,home_passes_att3rd_scaled,away_passes_att3rd_scaled,home_passes_scorebox_scaled,away_passes_scorebox_scaled,home_vertical_passing_dist_scaled,away_vertical_passing_dist_scaled,home_actions_scorebox_scaled,away_actions_scorebox_scaled,outcome_ordered
3890433,away_win,Eintracht Frankfurt,2,1.8477894196,17,641,93,18,88,494,12148.3610823,16,18,14,12,10,169,14,11,20,76,40,5254.3,69,VfB Stuttgart,4,3.4669098995,16,463,83,14,82,315,9520.3980793,11,14,21,12,11,205,27,16,11,31,28,4790.5,59,-1.6191204799,1,178,6,179,10,2627.9630030000008,5,4,-7,0,-1,-36,-13,-5,9,45,12,463.8000000000002,10,-2,1.8477894196,3.4669098995,17.0,16.0,64.1,46.3,8.8,8.2,49.4,31.5,9.3,8.3,12.1483610823,9.5203980793,16.0,11.0,18.0,14.0,14.0,21.0,12.0,12.0,10.0,11.0,169.0,205.0,1.4,2.7,11.0,16.0,20.0,11.0,76.0,31.0,40.0,28.0,5254.3,4790.5,0.069,0.059,0
3890434,away_win,Hannover 96,0,0.567861826,8,598,65,8,206,291,12096.0635243,10,8,27,17,13,242,26,21,14,80,26,6725.2,53,FSV Mainz 05,1,0.961633361,14,461,126,23,171,214,10173.7075124,8,23,24,13,22,202,23,13,32,79,23,5917.8,62,-0.3937715349999999,-6,137,35,77,-61,1922.3560118999997,2,-15,3,4,-9,40,3,8,-18,1,3,807.3999999999996,-9,-1,0.567861826,0.961633361,8.0,14.0,59.8,46.1,20.6,17.1,29.1,21.4,6.5,12.6,12.0960635243,10.1737075124,10.0,8.0,8.0,23.0,27.0,24.0,17.0,13.0,13.0,22.0,242.0,202.0,2.6,2.3,21.0,13.0,14.0,32.0,80.0,79.0,26.0,23.0,6725.2,5917.8,0.053,0.062,0
3890435,draw,Hertha Berlin,0,0.7045480089999999,10,363,86,24,107,204,9033.9129745,11,24,25,16,21,170,21,13,29,40,20,4947.5,42,Borussia Dortmund,0,0.485543955,10,723,94,22,75,575,14388.2742245,11,22,18,11,11,166,14,16,9,62,32,6034.3,87,0.2190040539999999,0,-360,32,-371,-8,-5354.36125,0,2,7,5,10,4,7,-3,20,-22,-12,-1086.8000000000002,-45,0,0.7045480089999999,0.485543955,10.0,10.0,36.3,72.3,10.7,7.5,20.4,57.5,8.6,9.4,9.0339129745,14.388274224499998,11.0,11.0,24.0,22.0,25.0,18.0,16.0,11.0,21.0,11.0,170.0,166.0,2.1,1.4,13.0,16.0,29.0,9.0,40.0,62.0,20.0,32.0,4947.5,6034.3,0.042,0.087,1
3890436,home_win,Ingolstadt,2,2.531783054,24,345,92,16,141,150,8064.1343175,10,16,30,17,7,201,28,20,25,67,38,5159.1,84,Augsburg,1,0.235179726,7,453,118,12,150,228,10481.104,9,12,18,9,7,166,25,26,14,70,19,5641.3,38,2.296603328,17,-108,-9,-78,-26,-2416.969682499999,1,4,12,8,0,35,3,-6,11,-3,19,-482.1999999999998,46,1,2.531783054,0.235179726,24.0,7.0,34.5,45.3,14.1,15.0,15.0,22.8,9.2,11.8,8.0641343175,10.481104,10.0,9.0,16.0,12.0,30.0,18.0,17.0,9.0,7.0,7.0,201.0,166.0,2.8,2.5,20.0,26.0,25.0,14.0,67.0,70.0,38.0,19.0,5159.1,5641.3,0.084,0.038,2
3890437,away_win,Hoffenheim,0,0.610539911,11,663,50,25,122,467,13810.1397132,17,25,15,5,9,147,18,18,13,71,50,6162.3,120,Darmstadt 98,2,1.209874263,9,304,102,11,139,119,7506.2796671,20,11,20,11,12,225,29,18,25,57,32,4911.5,69,-0.5993343519999998,2,359,-17,348,-52,6303.860046100001,-3,14,-5,-6,-3,-78,-11,0,-12,14,18,1250.8000000000002,51,-2,0.610539911,1.209874263,11.0,9.0,66.3,30.4,12.2,13.9,46.7,11.9,5.0,10.2,13.8101397132,7.506279667099999,17.0,20.0,25.0,11.0,15.0,20.0,5.0,11.0,9.0,12.0,147.0,225.0,1.8,2.9,18.0,18.0,13.0,25.0,71.0,57.0,50.0,32.0,6162.3,4911.5,0.12,0.069,0
3890438,draw,Hamburger SV,1,0.26248339,5,543,60,16,121,365,11672.58818993,13,16,14,8,8,148,19,18,24,56,25,5583.7,45,FC Köln,1,1.0356975935,18,434,52,6,127,256,10368.9611284,12,6,21,12,9,166,14,6,27,52,31,5086.4,52,-0.7732142034999999,-13,109,-6,109,8,1303.62706153,1,10,-7,-4,-1,-18,5,12,-3,4,-6,497.3000000000002,-7,0,0.26248339,1.0356975935,5.0,18.0,54.3,43.4,12.1,12.7,36.5,25.6,6.0,5.2,11.67258818993,10.3689611284,13.0,12.0,16.0,6.0,14.0,21.0,8.0,12.0,8.0,9.0,148.0,166.0,1.9,1.4,18.0,6.0,24.0,27.0,56.0,52.0,25.0,31.0,5583.7,5086.4,0.045,0.052,1
3890439,home_win,FSV Mainz 05,2,0.600904138,11,414,63,15,126,229,10223.7107833,12,15,23,19,11,177,24,9,17,46,26,5325.7,56,Schalke 04,1,1.186978927,14,542,99,17,118,340,12328.5313076,14,17,28,13,3,176,18,18,12,55,30,5557.3,76,-0.586074789,-3,-128,8,-111,-36,-2104.820524300001,-2,-2,-5,6,8,1,6,-9,5,-9,-4,-231.6000000000004,-20,1,0.600904138,1.186978927,11.0,14.0,41.4,54.2,12.6,11.8,22.9,34.0,6.3,9.9,10.2237107833,12.3285313076,12.0,14.0,15.0,17.0,23.0,28.0,19.0,13.0,11.0,3.0,177.0,176.0,2.4,1.8,9.0,18.0,17.0,12.0,46.0,55.0,26.0,30.0,5325.7,5557.3,0.056,0.076,2
3890440,home_win,FC Köln,3,2.1355946775,11,448,61,9,98,289,10309.1021824,10,9,12,5,13,145,27,17,25,51,28,4824.2,42,Eintracht Frankfurt,1,0.731285223,14,558,73,10,89,399,11600.0194782,12,10,10,9,8,122,13,21,16,52,29,4991.7,65,1.4043094545,-3,-110,9,-110,-12,-1290.9172958,-2,-1,2,-4,5,23,14,-4,9,-1,-1,-167.5,-23,2,2.1355946775,0.731285223,11.0,14.0,44.8,55.8,9.8,8.9,28.9,39.9,6.1,7.3,10.3091021824,11.6000194782,10.0,12.0,9.0,10.0,12.0,10.0,5.0,9.0,13.0,8.0,145.0,122.0,2.7,1.3,17.0,21.0,25.0,16.0,51.0,52.0,28.0,29.0,4824.2,4991.7,0.042,0.065,2
3890441,home_win,VfB Stuttgart,2,1.204342209,15,519,98,20,105,356,10230.8141589,11,20,12,8,5,172,16,12,18,62,32,4914.6,86,Hertha Berlin,0,0.647517208,7,526,76,13,92,361,11220.1586545,6,13,22,14,10,167,30,15,23,42,14,5139.2,31,0.556825001,8,-7,13,-5,22,-989.3444955999984,5,7,-10,-6,-5,5,-14,-3,-5,20,18,-224.59999999999943,55,2,1.204342209,0.647517208,15.0,7.0,51.9,52.6,10.5,9.2,35.6,36.1,9.8,7.6,10.2308141589,11.2201586545,11.0,6.0,20.0,13.0,12.0,22.0,8.0,14.0,5.0,10.0,172.0,167.0,1.6,3.0,12.0,15.0,18.0,23.0,62.0,42.0,32.0,14.0,4914.6,5139.2,0.086,0.031,2
3890442,home_win,Borussia Dortmund,1,1.182692295,13,843,128,14,76,699,16240.1290263,14,14,15,6,12,166,26,14,0,98,33,5882.8,82,Hannover 96,0,0.250007443,5,343,91,18,87,198,6560.0347817,6,18,17,12,18,218,23,10,0,31,21,3874.4,39,0.932684852,8,500,-11,501,37,9680.0942446,8,-4,-2,-6,-6,-52,3,4,0,67,12,2008.4,43,1,1.182692295,0.250007443,13.0,5.0,84.3,34.3,7.6,8.7,69.9,19.8,12.8,9.1,16.2401290263,6.5600347817,14.0,6.0,14.0,18.0,15.0,17.0,6.0,12.0,12.0,18.0,166.0,218.0,2.6,2.3,14.0,10.0,0.0,0.0,98.0,31.0,33.0,21.0,5882.8,3874.4,0.082,0.039,2
3890443,draw,Werder Bremen,1,1.621217185,16,466,66,20,150,252,10113.5210818,21,20,21,12,18,173,32,15,6,72,50,5248.0,104,Hoffenheim,1,0.5368956266,11,463,88,21,112,286,10695.2213826,7,21,20,12,13,201,23,21,17,60,21,5338.8,49,1.0843215584,5,3,38,-34,-22,-581.7003008000011,14,-1,1,0,5,-28,9,-6,-11,12,29,-90.80000000000018,55,0,1.621217185,0.5368956266,16.0,11.0,46.6,46.3,15.0,11.2,25.2,28.6,6.6,8.8,10.1135210818,10.6952213826,21.0,7.0,20.0,21.0,21.0,20.0,12.0,12.0,18.0,13.0,173.0,201.0,3.2,2.3,15.0,21.0,6.0,17.0,72.0,60.0,50.0,21.0,5248.0,5338.8,0.104,0.049,1
3890444,away_win,Darmstadt 98,1,1.337297468,14,278,83,7,148,69,7524.1076979,8,7,21,9,12,192,23,24,22,67,27,5444.9,75,Bayer Leverkusen,2,1.433295591,13,421,115,21,143,212,9195.3257873,13,21,9,6,4,124,25,18,6,78,34,5315.0,87,-0.0959981229999999,1,-143,5,-143,-32,-1671.2180894000005,-5,-14,12,3,8,68,-2,6,16,-11,-7,129.89999999999964,-12,-1,1.337297468,1.433295591,14.0,13.0,27.8,42.1,14.8,14.3,6.9,21.2,8.3,11.5,7.5241076979,9.1953257873,8.0,13.0,7.0,21.0,21.0,9.0,9.0,6.0,12.0,4.0,192.0,124.0,2.3,2.5,24.0,18.0,22.0,6.0,67.0,78.0,27.0,34.0,5444.9,5315.0,0.075,0.087,0
3890445,home_win,Wolfsburg,2,1.514239802,8,441,91,12,144,216,10362.1555423,10,12,19,9,4,158,32,19,16,52,25,5954.6,42,Ingolstadt,0,0.609674344,11,432,70,8,138,197,9849.3154589,12,8,20,13,14,176,27,17,26,80,36,6018.2,89,0.904565458,-3,9,6,19,21,512.8400833999985,-2,4,-1,-4,-10,-18,5,2,-10,-28,-11,-63.599999999999454,-47,2,1.514239802,0.609674344,8.0,11.0,44.1,43.2,14.4,13.8,21.6,19.7,9.1,7.0,10.362155542299998,9.8493154589,10.0,12.0,12.0,8.0,19.0,20.0,9.0,13.0,4.0,14.0,158.0,176.0,3.2,2.7,19.0,17.0,16.0,26.0,52.0,80.0,25.0,36.0,5954.6,6018.2,0.042,0.089,2
3890446,away_win,Augsburg,1,0.465708437,6,348,49,6,96,221,8779.0998407,9,6,19,12,12,165,22,14,10,39,18,4515.7,41,Bayern Munich,3,1.823597735,24,798,85,17,77,657,16169.645033,14,17,12,8,4,101,12,11,2,56,23,5569.599999999999,91,-1.357889298,-18,-450,19,-436,-36,-7390.5451923,-5,-11,7,4,8,64,10,3,8,-17,-5,-1053.8999999999996,-50,-2,0.465708437,1.823597735,6.0,24.0,34.8,79.8,9.6,7.7,22.1,65.7,4.9,8.5,8.7790998407,16.169645033000002,9.0,14.0,6.0,17.0,19.0,12.0,12.0,8.0,12.0,4.0,165.0,101.0,2.2,1.2,14.0,11.0,10.0,2.0,39.0,56.0,18.0,23.0,4515.7,5569.599999999999,0.041,0.091,0
3890447,home_win,Hamburger SV,3,2.153361425,17,439,70,16,136,215,10701.11248266,7,16,23,20,16,221,20,17,24,78,22,6360.4,63,Borussia Mönchengladbach,2,1.524287399,11,587,94,20,123,377,12395.0111641,16,20,25,13,13,191,27,8,14,64,34,6221.0,88,0.6290740259999998,6,-148,13,-162,-24,-1693.8986814399996,-9,-4,-2,7,3,30,-7,9,10,14,-12,139.39999999999964,-25,1,2.153361425,1.524287399,17.0,11.0,43.9,58.7,13.6,12.3,21.5,37.7,7.0,9.4,10.70111248266,12.3950111641,7.0,16.0,16.0,20.0,23.0,25.0,20.0,13.0,16.0,13.0,221.0,191.0,2.0,2.7,17.0,8.0,24.0,14.0,78.0,64.0,22.0,34.0,6360.4,6221.0,0.063,0.088,2
3890448,draw,Eintracht Frankfurt,0,0.386111336,8,464,84,17,138,264,10444.260191,9,17,23,14,4,164,20,13,0,58,29,5500.0,57,Hamburger SV,0,0.935656193,11,520,104,16,121,334,11354.6535934,10,16,18,13,10,141,30,24,0,56,25,5748.0,43,-0.549544857,-3,-56,17,-70,-20,-910.3934024000008,-1,1,5,1,-6,23,-10,-11,0,2,4,-248.0,14,0,0.386111336,0.935656193,8.0,11.0,46.4,52.0,13.8,12.1,26.4,33.4,8.4,10.4,10.444260191,11.3546535934,9.0,10.0,17.0,16.0,23.0,18.0,14.0,13.0,4.0,10.0,164.0,141.0,2.0,3.0,13.0,24.0,0.0,0.0,58.0,56.0,29.0,25.0,5500.0,5748.0,0.057,0.043,1
3890449,home_win,Ingolstadt,2,2.1108278187,9,346,45,4,160,124,9068.3491007,8,4,20,7,6,181,21,15,15,70,20,6413.9,44,Werder Bremen,0,0.7402050722,12,445,95,12,193,172,10033.1550811,12,12,11,6,16,132,9,23,13,80,36,6202.4,85,1.3706227464999998,-3,-99,-33,-48,-50,-964.8059804000004,-4,-8,9,1,-10,49,12,-8,2,-10,-16,211.5,-41,2,2.1108278187,0.7402050722,9.0,12.0,34.6,44.5,16.0,19.3,12.4,17.2,4.5,9.5,9.0683491007,10.0331550811,8.0,12.0,4.0,12.0,20.0,11.0,7.0,6.0,6.0,16.0,181.0,132.0,2.1,0.9,15.0,23.0,15.0,13.0,70.0,80.0,20.0,36.0,6413.9,6202.4,0.044,0.085,2
3890450,home_win,Borussia Mönchengladbach,1,1.1361680695,17,580,84,18,121,400,12571.7511131,8,18,22,17,6,152,16,21,6,71,29,6259.4,87,FC Köln,0,0.538896528,11,445,72,16,130,236,11017.8814874,7,16,20,9,6,213,19,23,8,49,23,6173.3,45,0.5972715415000001,6,135,-9,164,12,1553.8696256999992,1,2,2,8,0,-61,-3,-2,-2,22,6,86.09999999999945,42,1,1.1361680695,0.538896528,17.0,11.0,58.0,44.5,12.1,13.0,40.0,23.6,8.4,7.2,12.5717511131,11.0178814874,8.0,7.0,18.0,16.0,22.0,20.0,17.0,9.0,6.0,6.0,152.0,213.0,1.6,1.9,21.0,23.0,6.0,8.0,71.0,49.0,29.0,23.0,6259.4,6173.3,0.087,0.045,2
3890451,draw,Hertha Berlin,1,0.977194481,9,416,51,11,85,279,10083.7097838,10,11,13,7,6,138,18,17,14,46,21,4812.4,40,Wolfsburg,1,0.9988436427,13,458,69,7,118,280,10839.8594906,14,7,12,6,10,110,14,17,5,56,27,5221.9,46,-0.0216491616999999,-4,-42,-33,-1,-18,-756.149706799999,-4,4,1,1,-4,28,4,0,9,-10,-6,-409.5,-6,0,0.977194481,0.9988436427,9.0,13.0,41.6,45.8,8.5,11.8,27.9,28.0,5.1,6.9,10.083709783800002,10.8398594906,10.0,14.0,11.0,7.0,13.0,12.0,7.0,6.0,6.0,10.0,138.0,110.0,1.8,1.4,17.0,17.0,14.0,5.0,46.0,56.0,21.0,27.0,4812.4,5221.9,0.04,0.046,1
3890452,home_win,Hoffenheim,3,1.615278598,13,467,73,24,90,334,10947.3974227,10,24,18,11,20,138,22,10,19,58,30,5428.9,80,FSV Mainz 05,2,1.160692565,13,494,51,15,91,350,11587.97135525,14,15,17,14,17,189,21,17,28,51,28,5429.0,55,0.454586033,0,-27,-1,-16,22,-640.5739325499999,-4,9,1,-3,3,-51,1,-7,-9,7,2,-0.1000000000003638,25,1,1.615278598,1.160692565,13.0,13.0,46.7,49.4,9.0,9.1,33.4,35.0,7.3,5.1,10.9473974227,11.58797135525,10.0,14.0,24.0,15.0,18.0,17.0,11.0,14.0,20.0,17.0,138.0,189.0,2.2,2.1,10.0,17.0,19.0,28.0,58.0,51.0,30.0,28.0,5428.9,5429.0,0.08,0.055,2
3890453,home_win,Bayern Munich,3,3.3639945345,35,831,89,19,92,689,16587.2027257,20,19,8,3,7,70,11,13,0,110,51,5900.3,146,Darmstadt 98,1,0.437312073,6,216,43,8,94,89,6138.7075472,5,8,19,10,18,153,26,14,0,44,16,4494.7,28,2.9266824615,29,615,-2,600,46,10448.4951785,15,11,-11,-7,-11,-83,-15,-1,0,66,35,1405.6000000000004,118,2,3.3639945345,0.437312073,35.0,6.0,83.1,21.6,9.2,9.4,68.9,8.9,8.9,4.3,16.5872027257,6.1387075472,20.0,5.0,19.0,8.0,8.0,19.0,3.0,10.0,7.0,18.0,70.0,153.0,1.1,2.6,13.0,14.0,0.0,0.0,110.0,44.0,51.0,16.0,5900.3,4494.7,0.146,0.028,2
3890454,away_win,Hannover 96,0,0.586642335,16,492,96,9,130,301,10315.6232423,12,9,22,13,11,183,20,14,9,65,38,5431.8,86,Augsburg,1,0.825534928,11,503,101,24,124,325,11997.2772885,9,24,18,13,10,167,24,19,13,61,17,6023.2,43,-0.238892593,5,-11,6,-24,-5,-1681.6540461999994,3,-15,4,0,1,16,-4,-5,-4,4,21,-591.3999999999996,43,-1,0.586642335,0.825534928,16.0,11.0,49.2,50.3,13.0,12.4,30.1,32.5,9.6,10.1,10.3156232423,11.9972772885,12.0,9.0,9.0,24.0,22.0,18.0,13.0,13.0,11.0,10.0,183.0,167.0,2.0,2.4,14.0,19.0,9.0,13.0,65.0,61.0,38.0,17.0,5431.8,6023.2,0.086,0.043,0
3890455,draw,Schalke 04,1,1.318817094,15,393,79,19,92,239,9186.63825,8,19,20,7,8,152,25,17,17,47,22,4911.9,56,VfB Stuttgart,1,1.9537566802,18,489,32,10,107,298,10412.7068995,15,10,19,9,7,150,16,17,14,54,37,5061.900000000001,72,-0.6349395862,-3,-96,-15,-59,47,-1226.068649500001,-7,9,1,-2,1,2,9,0,3,-7,-15,-150.0000000000009,-16,0,1.318817094,1.9537566802,15.0,18.0,39.3,48.9,9.2,10.7,23.9,29.8,7.9,3.2,9.18663825,10.412706899500002,8.0,15.0,19.0,10.0,20.0,19.0,7.0,9.0,8.0,7.0,152.0,150.0,2.5,1.6,17.0,17.0,17.0,14.0,47.0,54.0,22.0,37.0,4911.9,5061.900000000001,0.056,0.072,1
3890456,away_win,Bayer Leverkusen,0,0.6232203735,9,462,105,13,141,248,10486.0322006,14,13,24,14,11,175,18,20,18,62,38,5762.5,95,Borussia Dortmund,1,1.644813587,6,433,91,16,105,262,9930.3844637,5,16,24,19,13,193,26,12,24,63,22,5438.2,38,-1.0215932135,3,29,36,-14,14,555.6477369000004,9,-3,0,-5,-2,-18,-8,8,-6,-1,16,324.3000000000002,57,-1,0.6232203735,1.644813587,9.0,6.0,46.2,43.3,14.1,10.5,24.8,26.2,10.5,9.1,10.4860322006,9.9303844637,14.0,5.0,13.0,16.0,24.0,24.0,14.0,19.0,11.0,13.0,175.0,193.0,1.8,2.6,20.0,12.0,18.0,24.0,62.0,63.0,38.0,22.0,5762.5,5438.2,0.095,0.038,0
3890457,away_win,FC Köln,0,0.875179232,14,445,105,11,129,252,10143.3048991,9,11,24,12,5,199,25,16,15,56,29,5477.4,51,Hertha Berlin,1,0.889824759,11,524,105,21,130,320,12632.5075176,11,21,15,10,7,151,10,12,3,65,31,6210.7,30,-0.0146455269999999,3,-79,-1,-68,0,-2489.2026185000013,-2,-10,9,2,-2,48,15,4,12,-9,-2,-733.3000000000002,21,-1,0.875179232,0.889824759,14.0,11.0,44.5,52.4,12.9,13.0,25.2,32.0,10.5,10.5,10.1433048991,12.6325075176,9.0,11.0,11.0,21.0,24.0,15.0,12.0,10.0,5.0,7.0,199.0,151.0,2.5,1.0,16.0,12.0,15.0,3.0,56.0,65.0,29.0,31.0,5477.4,6210.7,0.051,0.03,0
3890458,away_win,Wolfsburg,0,0.994515894,12,371,94,13,106,218,9084.7072907,6,13,24,14,7,197,19,11,18,36,17,4991.1,32,Bayern Munich,2,1.060078521,14,767,117,24,110,595,15350.7355365,26,24,12,8,5,165,8,11,7,82,44,5592.4,125,-0.0655626270000001,-2,-396,-4,-377,-23,-6266.0282458,-20,-11,12,6,2,32,11,0,11,-46,-27,-601.2999999999993,-93,-2,0.994515894,1.060078521,12.0,14.0,37.1,76.7,10.6,11.0,21.8,59.5,9.4,11.7,9.0847072907,15.3507355365,6.0,26.0,13.0,24.0,24.0,12.0,14.0,8.0,7.0,5.0,197.0,165.0,1.9,0.8,11.0,11.0,18.0,7.0,36.0,82.0,17.0,44.0,4991.1,5592.4,0.032,0.125,0
3890459,draw,Werder Bremen,2,1.8587255087,15,470,101,19,158,241,10428.4061172,17,19,18,12,12,103,18,24,23,68,46,5805.3,102,Darmstadt 98,2,1.338580678,8,266,66,12,139,58,6774.2427525,6,12,22,13,13,188,28,25,23,64,27,5096.1,54,0.5201448307000001,7,204,19,183,35,3654.1633647,11,7,-4,-1,-1,-85,-10,-1,0,4,19,709.1999999999998,48,0,1.8587255087,1.338580678,15.0,8.0,47.0,26.6,15.8,13.9,24.1,5.8,10.1,6.6,10.4284061172,6.7742427525,17.0,6.0,19.0,12.0,18.0,22.0,12.0,13.0,12.0,13.0,103.0,188.0,1.8,2.8,24.0,25.0,23.0,23.0,68.0,64.0,46.0,27.0,5805.3,5096.1,0.102,0.054,1
3890460,away_win,VfB Stuttgart,1,2.873978539,22,583,74,18,118,369,13678.9529197,23,18,18,12,13,206,14,17,0,69,54,5550.7,102,Hannover 96,2,1.362854015,12,402,82,17,93,231,8566.2688353,5,17,12,7,9,178,27,12,0,49,19,4947.2,39,1.511124524,10,181,25,138,-8,5112.6840844,18,1,6,5,4,28,-13,5,0,20,35,603.5,63,-1,2.873978539,1.362854015,22.0,12.0,58.3,40.2,11.8,9.3,36.9,23.1,7.4,8.2,13.6789529197,8.566268835299999,23.0,5.0,18.0,17.0,18.0,12.0,12.0,7.0,13.0,9.0,206.0,178.0,1.4,2.7,17.0,12.0,0.0,0.0,69.0,49.0,54.0,19.0,5550.7,4947.2,0.102,0.039,0
3890461,draw,Hamburger SV,1,0.881534418,7,411,112,10,176,166,9515.5321355,3,10,17,12,7,166,22,19,8,61,17,6230.9,33,Ingolstadt,1,0.671265281,12,409,116,13,177,162,9453.6150915,6,13,14,8,8,166,20,14,12,82,32,6247.0,65,0.2102691369999999,-5,2,-1,4,-4,61.917043999999805,-3,-3,3,4,-1,0,2,5,-4,-21,-15,-16.100000000000364,-32,0,0.881534418,0.671265281,7.0,12.0,41.1,40.9,17.6,17.7,16.6,16.2,11.2,11.6,9.5155321355,9.4536150915,3.0,6.0,10.0,13.0,17.0,14.0,12.0,8.0,7.0,8.0,166.0,166.0,2.2,2.0,19.0,14.0,8.0,12.0,61.0,82.0,17.0,32.0,6230.9,6247.0,0.033,0.065,1
3890462,draw,Augsburg,2,1.654786174,24,533,82,10,128,349,12196.0033885,21,10,22,15,9,162,7,18,12,50,40,5417.2,116,Borussia Mönchengladbach,2,1.778186615,9,587,54,14,93,432,12490.358365,9,14,14,11,9,187,25,11,18,60,22,5373.599999999999,51,-0.123400441,15,-54,35,-83,28,-294.3549765000007,12,-4,8,4,0,-25,-18,7,-6,-10,18,43.60000000000037,65,0,1.654786174,1.778186615,24.0,9.0,53.3,58.7,12.8,9.3,34.9,43.2,8.2,5.4,12.1960033885,12.490358365,21.0,9.0,10.0,14.0,22.0,14.0,15.0,11.0,9.0,9.0,162.0,187.0,0.7,2.5,18.0,11.0,12.0,18.0,50.0,60.0,40.0,22.0,5417.2,5373.599999999999,0.116,0.051,1
3890463,home_win,FSV Mainz 05,3,2.314230261,14,373,65,16,147,141,8445.7405313,8,16,28,18,13,215,24,18,12,53,22,5655.5,66,Bayer Leverkusen,1,0.8494687786,12,507,100,28,149,298,10976.7854493,9,28,23,12,15,220,22,17,18,64,31,5461.6,59,1.4647614824,2,-134,-2,-157,-35,-2531.044918,-1,-12,5,6,-2,-5,2,1,-6,-11,-9,193.89999999999964,7,2,2.314230261,0.8494687786,14.0,12.0,37.3,50.7,14.7,14.9,14.1,29.8,6.5,10.0,8.4457405313,10.9767854493,8.0,9.0,16.0,28.0,28.0,23.0,18.0,12.0,13.0,15.0,215.0,220.0,2.4,2.2,18.0,17.0,12.0,18.0,53.0,64.0,22.0,31.0,5655.5,5461.6,0.066,0.059,2
3890464,home_win,Borussia Dortmund,3,2.8029310845,26,871,66,18,74,733,16826.0983134,22,18,18,10,7,144,18,8,25,87,49,5772.3,98,Hoffenheim,1,0.947075938,9,285,80,12,103,144,7262.3931308,7,12,16,11,10,237,31,12,30,29,25,4356.5,53,1.8558551465,17,586,-29,589,-14,9563.705182600002,15,6,2,-1,-3,-93,-13,-4,-5,58,24,1415.8000000000002,45,2,2.8029310845,0.947075938,26.0,9.0,87.1,28.5,7.4,10.3,73.3,14.4,6.6,8.0,16.826098313400003,7.2623931308,22.0,7.0,18.0,12.0,18.0,16.0,10.0,11.0,7.0,10.0,144.0,237.0,1.8,3.1,8.0,12.0,25.0,30.0,87.0,29.0,49.0,25.0,5772.3,4356.5,0.098,0.053,2
3890465,draw,Eintracht Frankfurt,0,0.7363226857,11,476,82,8,143,275,10959.5667278,21,8,14,10,12,201,19,14,9,50,35,5701.8,94,Schalke 04,0,0.217166361,6,550,124,13,138,332,11739.2559004,12,13,15,11,11,148,23,13,0,56,23,5792.7,51,0.5191563247000001,5,-74,5,-57,-42,-779.6891725999994,9,-5,-1,-1,1,53,-4,1,9,-6,12,-90.89999999999964,43,0,0.7363226857,0.217166361,11.0,6.0,47.6,55.0,14.3,13.8,27.5,33.2,8.2,12.4,10.9595667278,11.7392559004,21.0,12.0,8.0,13.0,14.0,15.0,10.0,11.0,12.0,11.0,201.0,148.0,1.9,2.3,14.0,13.0,9.0,0.0,50.0,56.0,35.0,23.0,5701.8,5792.7,0.094,0.051,1
3890466,away_win,Hannover 96,0,0.4472242686,6,476,86,9,60,371,8342.9735794,10,9,9,4,11,196,15,6,18,41,16,3762.3,17,Wolfsburg,4,3.519793648,23,829,83,11,82,692,16958.3352383,16,11,14,9,9,160,11,9,8,71,27,5604.5,66,-3.0725693794,-17,-353,-22,-321,3,-8615.361658899998,-6,-2,-5,-5,2,36,4,-3,10,-30,-11,-1842.2,-49,-4,0.4472242686,3.519793648,6.0,23.0,47.6,82.9,6.0,8.2,37.1,69.2,8.6,8.3,8.3429735794,16.9583352383,10.0,16.0,9.0,11.0,9.0,14.0,4.0,9.0,11.0,9.0,196.0,160.0,1.5,1.1,6.0,9.0,18.0,8.0,41.0,71.0,16.0,27.0,3762.3,5604.5,0.017,0.066,0
