match_id,match_outcome,home_team,home_goals,home_xg,home_shots,home_passes,home_pressuredpasses,home_pressureddribbles,home_highpasses,home_groundpasses,home_pass_length,home_crosses,home_dribbles,home_tackles,home_tackles_success,home_interceptions,home_pressures,home_blocks,home_fouls,home_counterattacks,home_passes_att3rd,home_passes_scorebox,home_vertical_passing_dist,home_actions_scorebox,away_team,away_goals,away_xg,away_shots,away_passes,away_pressuredpasses,away_pressureddribbles,away_highpasses,away_groundpasses,away_pass_length,away_crosses,away_dribbles,away_tackles,away_tackles_success,away_interceptions,away_pressures,away_blocks,away_fouls,away_counterattacks,away_passes_att3rd,away_passes_scorebox,away_vertical_passing_dist,away_actions_scorebox,xg_diff,shots_diff,passes_diff,highpasses_diff,groundpasses_diff,pressuredpasses_diff,pass_length_diff,crosses_diff,dribbles_diff,tackles_diff,tackles_success_diff,interceptions_diff,pressures_diff,blocks_diff,fouls_diff,counterattacks_diff,passes_att3rd_diff,passes_scorebox_diff,vertical_passing_dist_diff,actions_scorebox_diff,goals_diff,home_xg_scaled,away_xg_scaled,home_shots_scaled,away_shots_scaled,home_passes_scaled,away_passes_scaled,home_highpasses_scaled,away_highpasses_scaled,home_groundpasses_scaled,away_groundpasses_scaled,home_pressuredpasses_scaled,away_pressuredpasses_scaled,home_pass_length_scaled,away_pass_length_scaled,home_crosses_scaled,away_crosses_scaled,home_dribbles_scaled,away_dribbles_scaled,home_tackles_scaled,away_tackles_scaled,home_tackles_success_scaled,away_tackles_success_scaled,home_interceptions_scaled,away_interceptions_scaled,home_pressures_scaled,away_pressures_scaled,home_blocks_scaled,away_blocks_scaled,home_fouls_scaled,away_fouls_scaled,home_counterattacks_scaled,away_counterattacks_scaled,home_passes_att3rd_scaled,away_passes_att3rd_scaled,home_passes_scorebox_scaled,away_passes_scorebox_scaled,home_vertical_passing_dist_scaled,away_vertical_passing_dist_scaled,home_actions_scorebox_scaled,away_actions_scorebox_scaled,outcome_ordered
3890467,draw,Ingolstadt,1,0.8318088699999999,14,487,140,25,199,215,12073.1847084,9,25,15,8,8,147,13,15,6,104,38,7639.4,77,FC Köln,1,0.763117738,8,401,112,14,189,142,10277.6828714,6,14,26,16,2,225,15,19,21,53,24,6668.099999999999,46,0.0686911319999998,6,86,10,73,28,1795.5018369999998,3,11,-11,-8,6,-78,-2,-4,-15,51,14,971.3000000000002,31,0,0.8318088699999999,0.763117738,14.0,8.0,48.7,40.1,19.9,18.9,21.5,14.2,14.0,11.2,12.0731847084,10.2776828714,9.0,6.0,25.0,14.0,15.0,26.0,8.0,16.0,8.0,2.0,147.0,225.0,1.3,1.5,15.0,19.0,6.0,21.0,104.0,53.0,38.0,24.0,7639.4,6668.099999999999,0.077,0.046,1
3890468,away_win,Darmstadt 98,0,0.5215533419999999,5,327,83,3,155,114,8201.5081934,4,3,17,8,12,208,13,14,4,78,24,5866.5,57,Borussia Dortmund,2,2.660476681,13,685,109,27,134,472,14231.5912107,12,27,11,5,11,181,25,16,20,66,37,6549.5,96,-2.138923339,-8,-358,21,-358,-26,-6030.0830173,-8,-24,6,3,1,27,-12,-2,-16,12,-13,-683.0,-39,-2,0.5215533419999999,2.660476681,5.0,13.0,32.7,68.5,15.5,13.4,11.4,47.2,8.3,10.9,8.2015081934,14.2315912107,4.0,12.0,3.0,27.0,17.0,11.0,8.0,5.0,12.0,11.0,208.0,181.0,1.3,2.5,14.0,16.0,4.0,20.0,78.0,66.0,24.0,37.0,5866.5,6549.5,0.057,0.096,0
3890469,home_win,Hoffenheim,2,1.663747504,14,518,78,15,87,355,10725.1619454,10,15,17,11,9,174,20,9,22,62,30,4901.1,93,Augsburg,1,1.71559913,14,486,85,15,110,319,11555.7260179,18,15,23,10,15,146,21,17,7,64,32,5383.4,63,-0.0518516259999999,0,32,-23,36,-7,-830.5640725000012,-8,0,-6,1,-6,28,-1,-8,15,-2,-2,-482.2999999999993,30,1,1.663747504,1.71559913,14.0,14.0,51.8,48.6,8.7,11.0,35.5,31.9,7.8,8.5,10.7251619454,11.5557260179,10.0,18.0,15.0,15.0,17.0,23.0,11.0,10.0,9.0,15.0,174.0,146.0,2.0,2.1,9.0,17.0,22.0,7.0,62.0,64.0,30.0,32.0,4901.1,5383.4,0.093,0.063,2
3890470,home_win,Hertha Berlin,2,1.500296063,12,493,98,13,145,269,12110.89451634,10,13,18,11,2,177,19,18,10,57,22,6414.8,52,Eintracht Frankfurt,0,0.3675600064,11,509,95,14,162,258,10768.8484938,7,14,20,18,9,153,27,17,3,62,28,5984.1,49,1.1327360566,1,-16,-17,11,3,1342.0460225400002,3,-1,-2,-7,-7,24,-8,1,7,-5,-6,430.6999999999998,3,2,1.500296063,0.3675600064,12.0,11.0,49.3,50.9,14.5,16.2,26.9,25.8,9.8,9.5,12.11089451634,10.7688484938,10.0,7.0,13.0,14.0,18.0,20.0,11.0,18.0,2.0,9.0,177.0,153.0,1.9,2.7,18.0,17.0,10.0,3.0,57.0,62.0,22.0,28.0,6414.8,5984.1,0.052,0.049,2
3890471,home_win,Borussia Mönchengladbach,4,2.4388732237,14,596,164,20,103,417,11598.8607086,9,20,19,13,10,149,26,8,30,58,25,5736.3,76,VfB Stuttgart,0,0.4113522,7,459,55,11,117,281,9545.2796669,12,11,13,4,8,234,29,14,23,54,26,5031.6,45,2.0275210237,7,137,-14,136,109,2053.5810417,-3,9,6,9,2,-85,-3,-6,7,4,-1,704.6999999999998,31,4,2.4388732237,0.4113522,14.0,7.0,59.6,45.9,10.3,11.7,41.7,28.1,16.4,5.5,11.598860708599998,9.5452796669,9.0,12.0,20.0,11.0,19.0,13.0,13.0,4.0,10.0,8.0,149.0,234.0,2.6,2.9,8.0,14.0,30.0,23.0,58.0,54.0,25.0,26.0,5736.3,5031.6,0.076,0.045,2
3890472,away_win,Bayer Leverkusen,1,0.784595753,16,555,58,26,101,386,10396.5129939,17,26,17,11,8,179,23,15,23,55,44,4796.2,84,Werder Bremen,4,1.8090304265,11,327,93,24,140,133,8149.3684497,5,24,28,14,11,149,23,9,22,45,20,5162.9,54,-1.0244346735,5,228,-39,253,-35,2247.1445441999995,12,2,-11,-3,-3,30,0,6,1,10,24,-366.6999999999998,30,-3,0.784595753,1.8090304265,16.0,11.0,55.5,32.7,10.1,14.0,38.6,13.3,5.8,9.3,10.3965129939,8.1493684497,17.0,5.0,26.0,24.0,17.0,28.0,11.0,14.0,8.0,11.0,179.0,149.0,2.3,2.3,15.0,9.0,23.0,22.0,55.0,45.0,44.0,20.0,4796.2,5162.9,0.084,0.054,0
3890473,home_win,Schalke 04,3,2.1669389104,26,632,133,15,125,441,12628.6199612,20,15,20,14,7,144,18,14,7,75,50,5550.3,128,Hamburger SV,2,0.52462178,8,312,66,10,127,136,7470.6031913,9,10,22,16,14,227,32,17,24,42,20,5125.6,50,1.6423171304,18,320,-2,305,67,5158.0167699,11,5,-2,-2,-7,-83,-14,-3,-17,33,30,424.6999999999998,78,1,2.1669389104,0.52462178,26.0,8.0,63.2,31.2,12.5,12.7,44.1,13.6,13.3,6.6,12.6286199612,7.470603191299999,20.0,9.0,15.0,10.0,20.0,22.0,14.0,16.0,7.0,14.0,144.0,227.0,1.8,3.2,14.0,17.0,7.0,24.0,75.0,42.0,50.0,20.0,5550.3,5125.6,0.128,0.05,2
3890474,away_win,Bayern Munich,1,0.9138403377,17,945,156,32,97,745,18557.1676714,26,32,13,6,14,104,16,12,7,96,54,6486.900000000001,109,FSV Mainz 05,2,0.822105539,5,267,26,9,106,105,7218.4479273,4,9,31,16,14,266,22,13,4,40,10,5203.8,21,0.0917347987,12,678,-9,640,130,11338.7197441,22,23,-18,-10,0,-162,-6,-1,3,56,44,1283.1000000000004,88,-1,0.9138403377,0.822105539,17.0,5.0,94.5,26.7,9.7,10.6,74.5,10.5,15.6,2.6,18.5571676714,7.2184479273,26.0,4.0,32.0,9.0,13.0,31.0,6.0,16.0,14.0,14.0,104.0,266.0,1.6,2.2,12.0,13.0,7.0,4.0,96.0,40.0,54.0,10.0,6486.900000000001,5203.8,0.109,0.021,0
3890475,home_win,Wolfsburg,2,0.678924059,11,540,125,15,123,360,12049.8941641,7,15,13,11,9,174,17,17,20,46,16,5777.0,41,Borussia Mönchengladbach,1,1.386295263,15,683,83,8,58,560,13468.450817,9,8,15,10,11,201,24,15,30,57,27,5128.0,96,-0.7073712040000001,-4,-143,65,-200,42,-1418.5566529000007,-2,7,-2,1,-2,-27,-7,2,-10,-11,-11,649.0,-55,1,0.678924059,1.386295263,11.0,15.0,54.0,68.3,12.3,5.8,36.0,56.0,12.5,8.3,12.0498941641,13.468450817,7.0,9.0,15.0,8.0,13.0,15.0,11.0,10.0,9.0,11.0,174.0,201.0,1.7,2.4,17.0,15.0,20.0,30.0,46.0,57.0,16.0,27.0,5777.0,5128.0,0.041,0.096,2
3890476,home_win,VfB Stuttgart,5,2.3537407623,22,362,64,16,87,230,8404.04019477,13,16,21,15,15,196,20,18,49,38,33,4557.7,88,Hoffenheim,1,0.9577156455,13,577,112,14,74,432,12160.5903084,8,14,20,11,7,138,23,9,72,75,25,5351.5,73,1.3960251168000002,9,-215,13,-202,-48,-3756.550113630001,5,2,1,4,8,58,-3,9,-23,-37,8,-793.8000000000002,15,4,2.3537407623,0.9577156455,22.0,13.0,36.2,57.7,8.7,7.4,23.0,43.2,6.4,11.2,8.40404019477,12.1605903084,13.0,8.0,16.0,14.0,21.0,20.0,15.0,11.0,15.0,7.0,196.0,138.0,2.0,2.3,18.0,9.0,49.0,72.0,38.0,75.0,33.0,25.0,4557.7,5351.5,0.088,0.073,2
3890477,draw,Augsburg,3,1.088797371,10,456,91,16,161,226,11068.2172211,5,16,25,13,8,184,19,11,9,51,15,5948.3,49,Bayer Leverkusen,3,1.5692638895,20,609,53,14,149,379,12463.1784482,12,14,16,7,8,155,21,15,7,94,35,6276.599999999999,107,-0.4804665184999999,-10,-153,12,-153,38,-1394.9612271000003,-7,2,9,6,0,29,-2,-4,2,-43,-20,-328.2999999999993,-58,0,1.088797371,1.5692638895,10.0,20.0,45.6,60.9,16.1,14.9,22.6,37.9,9.1,5.3,11.0682172211,12.4631784482,5.0,12.0,16.0,14.0,25.0,16.0,13.0,7.0,8.0,8.0,184.0,155.0,1.9,2.1,11.0,15.0,9.0,7.0,51.0,94.0,15.0,35.0,5948.3,6276.599999999999,0.049,0.107,1
3890478,home_win,Werder Bremen,4,2.307219902,15,413,91,24,108,229,9236.2317208,12,24,30,10,17,201,29,19,28,50,30,4799.5,81,Hannover 96,1,1.5352773440000005,15,496,120,20,102,312,9167.2805717,4,20,26,13,10,148,17,19,27,54,19,4941.1,38,0.7719425579999997,0,-83,6,-83,-29,68.9511491000012,8,4,4,-3,7,53,12,0,1,-4,11,-141.60000000000036,43,3,2.307219902,1.5352773440000005,15.0,15.0,41.3,49.6,10.8,10.2,22.9,31.2,9.1,12.0,9.2362317208,9.1672805717,12.0,4.0,24.0,20.0,30.0,26.0,10.0,13.0,17.0,10.0,201.0,148.0,2.9,1.7,19.0,19.0,28.0,27.0,50.0,54.0,30.0,19.0,4799.5,4941.1,0.081,0.038,2
3890479,draw,Eintracht Frankfurt,1,2.4790601527,21,577,113,9,175,303,12515.4855113,24,9,14,11,3,112,16,22,31,78,39,7127.9,101,Ingolstadt,1,1.980252238,12,306,91,4,161,90,7953.9798094,6,4,19,9,10,178,28,24,14,66,22,6194.6,54,0.4988079146999997,9,271,14,213,22,4561.5057019,18,5,-5,2,-7,-66,-12,-2,17,12,17,933.2999999999992,47,0,2.4790601527,1.980252238,21.0,12.0,57.7,30.6,17.5,16.1,30.3,9.0,11.3,9.1,12.5154855113,7.9539798094,24.0,6.0,9.0,4.0,14.0,19.0,11.0,9.0,3.0,10.0,112.0,178.0,1.6,2.8,22.0,24.0,31.0,14.0,78.0,66.0,39.0,22.0,7127.9,6194.6,0.101,0.054,1
3890480,away_win,FC Köln,1,1.81392873,16,485,46,14,121,306,11023.7809899,13,14,24,20,10,198,20,15,0,57,30,5294.6,73,Schalke 04,3,1.995408489,17,547,105,23,114,377,11900.4622083,13,23,22,14,14,131,28,19,0,57,26,5690.9,67,-0.1814797589999999,-1,-62,7,-71,-59,-876.6812183999991,0,-9,2,6,-4,67,-8,-4,0,0,4,-396.2999999999993,6,-2,1.81392873,1.995408489,16.0,17.0,48.5,54.7,12.1,11.4,30.6,37.7,4.6,10.5,11.0237809899,11.9004622083,13.0,13.0,14.0,23.0,24.0,22.0,20.0,14.0,10.0,14.0,198.0,131.0,2.0,2.8,15.0,19.0,0.0,0.0,57.0,57.0,30.0,26.0,5294.6,5690.9,0.073,0.067,0
3890481,draw,Borussia Dortmund,0,0.811540664,11,451,75,16,88,319,9193.1940382,7,16,12,8,9,248,23,10,23,48,18,4866.1,41,Bayern Munich,0,1.6732908446,17,730,176,11,107,565,13068.2462336,12,11,15,10,10,157,23,13,17,63,32,5493.0,86,-0.8617501805999999,-6,-279,-19,-246,-101,-3875.0521954000014,-5,5,-3,-2,-1,91,0,-3,6,-15,-14,-626.8999999999996,-45,0,0.811540664,1.6732908446,11.0,17.0,45.1,73.0,8.8,10.7,31.9,56.5,7.5,17.6,9.1931940382,13.0682462336,7.0,12.0,16.0,11.0,12.0,15.0,8.0,10.0,9.0,10.0,248.0,157.0,2.3,2.3,10.0,13.0,23.0,17.0,48.0,63.0,18.0,32.0,4866.1,5493.0,0.041,0.086,1
3890482,draw,FSV Mainz 05,0,1.049309146,11,509,72,16,131,287,11270.8872148,10,16,7,4,16,158,15,18,33,55,29,6217.3,66,Darmstadt 98,0,0.840026658,15,311,78,8,162,102,8184.9203445,17,8,26,13,15,171,17,19,23,74,23,5761.8,49,0.2092824879999999,-4,198,-31,185,-6,3085.9668703000007,-7,8,-19,-9,1,-13,-2,-1,10,-19,6,455.5,17,0,1.049309146,0.840026658,11.0,15.0,50.9,31.1,13.1,16.2,28.7,10.2,7.2,7.8,11.2708872148,8.1849203445,10.0,17.0,16.0,8.0,7.0,26.0,4.0,13.0,16.0,15.0,158.0,171.0,1.5,1.7,18.0,19.0,33.0,23.0,55.0,74.0,29.0,23.0,6217.3,5761.8,0.066,0.049,1
3890483,home_win,Hamburger SV,2,1.016612867,15,591,142,16,124,399,11800.74753473,9,16,18,13,7,167,22,15,6,70,21,5951.5,66,Hertha Berlin,0,0.2555518009999999,3,444,93,9,144,229,10834.1825429,12,9,20,11,12,241,17,10,16,53,18,5824.5,42,0.7610610660000001,12,147,-20,170,49,966.5649918300004,-3,7,-2,2,-5,-74,5,5,-10,17,3,127.0,24,2,1.016612867,0.2555518009999999,15.0,3.0,59.1,44.4,12.4,14.4,39.9,22.9,14.2,9.3,11.80074753473,10.8341825429,9.0,12.0,16.0,9.0,18.0,20.0,13.0,11.0,7.0,12.0,167.0,241.0,2.2,1.7,15.0,10.0,6.0,16.0,70.0,53.0,21.0,18.0,5951.5,5824.5,0.066,0.042,2
3890484,home_win,Hertha Berlin,2,1.555961233,17,460,104,16,94,318,10652.6341173,10,16,18,14,7,200,19,18,30,33,23,5121.2,64,Schalke 04,0,1.346624209,16,536,108,12,91,383,10911.5997724,12,12,17,12,6,156,21,16,17,57,32,4428.6,56,0.2093370240000001,1,-76,3,-65,-4,-258.9656551000008,-2,4,1,2,1,44,-2,2,13,-24,-9,692.5999999999995,8,2,1.555961233,1.346624209,17.0,16.0,46.0,53.6,9.4,9.1,31.8,38.3,10.4,10.8,10.6526341173,10.9115997724,10.0,12.0,16.0,12.0,18.0,17.0,14.0,12.0,7.0,6.0,200.0,156.0,1.9,2.1,18.0,16.0,30.0,17.0,33.0,57.0,23.0,32.0,5121.2,4428.6,0.064,0.056,2
3890485,draw,Ingolstadt,3,1.611316555,22,350,77,19,166,123,9283.1762136,7,19,23,14,15,182,20,14,9,77,23,6203.1,69,VfB Stuttgart,3,2.8000045773,15,396,95,17,144,168,9178.295592,15,17,18,12,7,141,19,20,3,56,31,5689.9,61,-1.1886880222999998,7,-46,22,-45,-18,104.88062159999936,-8,2,5,2,8,41,1,-6,6,21,-8,513.2000000000007,8,0,1.611316555,2.8000045773,22.0,15.0,35.0,39.6,16.6,14.4,12.3,16.8,7.7,9.5,9.2831762136,9.178295592,7.0,15.0,19.0,17.0,23.0,18.0,14.0,12.0,15.0,7.0,182.0,141.0,2.0,1.9,14.0,20.0,9.0,3.0,77.0,56.0,23.0,31.0,6203.1,5689.9,0.069,0.061,1
3890486,home_win,Hoffenheim,1,1.19958208,10,393,38,28,114,221,9680.5349078,8,28,22,12,7,193,23,10,22,50,19,5649.9,69,Wolfsburg,0,0.5780817362,15,698,103,20,96,543,15194.0773851,16,20,20,7,8,156,25,18,9,71,38,5885.7,77,0.6215003438000001,-5,-305,18,-322,-65,-5513.5424773,-8,8,2,5,-1,37,-2,-8,13,-21,-19,-235.80000000000015,-8,1,1.19958208,0.5780817362,10.0,15.0,39.3,69.8,11.4,9.6,22.1,54.3,3.8,10.3,9.6805349078,15.1940773851,8.0,16.0,28.0,20.0,22.0,20.0,12.0,7.0,7.0,8.0,193.0,156.0,2.3,2.5,10.0,18.0,22.0,9.0,50.0,71.0,19.0,38.0,5649.9,5885.7,0.069,0.077,2
3890487,draw,Darmstadt 98,2,1.24229091,11,276,54,10,140,77,7444.4127541,11,10,21,9,11,172,28,18,8,62,30,5138.4,61,Augsburg,2,1.3524788909999998,16,505,57,18,117,317,11289.7909549,5,18,14,6,4,105,23,17,20,56,29,5392.8,53,-0.1101879809999999,-5,-229,23,-240,-3,-3845.3782008,6,-8,7,3,7,67,5,1,-12,6,1,-254.40000000000052,8,0,1.24229091,1.3524788909999998,11.0,16.0,27.6,50.5,14.0,11.7,7.7,31.7,5.4,5.7,7.4444127541,11.2897909549,11.0,5.0,10.0,18.0,21.0,14.0,9.0,6.0,11.0,4.0,172.0,105.0,2.8,2.3,18.0,17.0,8.0,20.0,62.0,56.0,30.0,29.0,5138.4,5392.8,0.061,0.053,1
3890488,home_win,Borussia Mönchengladbach,3,1.5119711815,16,744,159,13,106,559,14826.6998369,11,13,22,13,11,167,27,9,26,57,27,6534.4,64,Eintracht Frankfurt,0,0.145629654,4,427,99,8,131,230,8603.9772506,8,8,15,11,17,239,21,24,18,61,25,5118.1,44,1.3663415275,12,317,-25,329,60,6222.722586299999,3,5,7,2,-6,-72,6,-15,8,-4,2,1416.2999999999993,20,3,1.5119711815,0.145629654,16.0,4.0,74.4,42.7,10.6,13.1,55.9,23.0,15.9,9.9,14.8266998369,8.603977250600002,11.0,8.0,13.0,8.0,22.0,15.0,13.0,11.0,11.0,17.0,167.0,239.0,2.7,2.1,9.0,24.0,26.0,18.0,57.0,61.0,27.0,25.0,6534.4,5118.1,0.064,0.044,2
3890489,home_win,Bayern Munich,5,1.817325858,20,991,155,20,78,828,17959.3265324,19,20,16,11,4,121,11,8,11,111,45,6050.3,107,Werder Bremen,0,0.104096997,2,221,66,16,90,100,5749.90793338,4,16,23,10,11,279,13,9,20,29,13,3619.1,25,1.713228861,18,770,-12,728,89,12209.41859902,15,4,-7,1,-7,-158,-2,-1,-9,82,32,2431.2000000000003,82,5,1.817325858,0.104096997,20.0,2.0,99.1,22.1,7.8,9.0,82.8,10.0,15.5,6.6,17.9593265324,5.74990793338,19.0,4.0,20.0,16.0,16.0,23.0,11.0,10.0,4.0,11.0,121.0,279.0,1.1,1.3,8.0,9.0,11.0,20.0,111.0,29.0,45.0,13.0,6050.3,3619.1,0.107,0.025,2
3890490,away_win,Hannover 96,0,0.8387661406,17,659,135,11,123,448,12317.706492,17,11,25,13,12,168,14,18,7,76,38,5870.7,80,FC Köln,2,1.052292939,11,427,90,23,104,261,10640.2362462,7,23,23,15,10,239,25,11,8,62,15,5638.0,41,-0.2135267984,6,232,19,187,45,1677.4702457999992,10,-12,2,-2,2,-71,-11,7,-1,14,23,232.69999999999985,39,-2,0.8387661406,1.052292939,17.0,11.0,65.9,42.7,12.3,10.4,44.8,26.1,13.5,9.0,12.317706492,10.6402362462,17.0,7.0,11.0,23.0,25.0,23.0,13.0,15.0,12.0,10.0,168.0,239.0,1.4,2.5,18.0,11.0,7.0,8.0,76.0,62.0,38.0,15.0,5870.7,5638.0,0.08,0.041,0
3890491,home_win,Borussia Dortmund,2,3.958714703,22,741,147,25,121,545,14528.937389,7,25,21,15,6,212,15,9,31,57,28,6069.0,96,FSV Mainz 05,0,0.1466802063,4,386,92,10,121,225,8018.6847707,3,10,29,14,13,223,34,15,27,42,13,4707.3,33,3.8120344967,18,355,0,320,55,6510.252618300001,4,15,-8,1,-7,-11,-19,-6,4,15,15,1361.6999999999998,63,2,3.958714703,0.1466802063,22.0,4.0,74.1,38.6,12.1,12.1,54.5,22.5,14.7,9.2,14.528937389,8.0186847707,7.0,3.0,25.0,10.0,21.0,29.0,15.0,14.0,6.0,13.0,212.0,223.0,1.5,3.4,9.0,15.0,31.0,27.0,57.0,42.0,28.0,13.0,6069.0,4707.3,0.096,0.033,2
3890492,home_win,Bayer Leverkusen,1,1.1164172584,13,371,107,12,170,114,8689.4733176,17,12,21,9,19,199,22,21,28,72,34,5306.6,84,Hamburger SV,0,1.283962289,10,424,88,17,166,176,9909.3883466,7,17,23,12,9,180,25,18,24,47,28,5805.4,76,-0.1675450305999999,3,-53,4,-62,19,-1219.9150289999998,10,-5,-2,-3,10,19,-3,3,4,25,6,-498.7999999999993,8,1,1.1164172584,1.283962289,13.0,10.0,37.1,42.4,17.0,16.6,11.4,17.6,10.7,8.8,8.689473317600001,9.9093883466,17.0,7.0,12.0,17.0,21.0,23.0,9.0,12.0,19.0,9.0,199.0,180.0,2.2,2.5,21.0,18.0,28.0,24.0,72.0,47.0,34.0,28.0,5306.6,5805.4,0.084,0.076,2
3890493,home_win,Schalke 04,2,0.227487016,6,433,81,11,116,257,9784.5731222,3,11,27,16,21,168,34,11,24,56,11,5449.3,34,Borussia Mönchengladbach,1,2.683801602,22,714,77,23,90,533,14210.020959,9,23,22,16,11,161,25,10,32,68,32,5818.1,97,-2.456314586,-16,-281,26,-276,4,-4425.4478368,-6,-12,5,0,10,7,9,1,-8,-12,-21,-368.8000000000002,-63,1,0.227487016,2.683801602,6.0,22.0,43.3,71.4,11.6,9.0,25.7,53.3,8.1,7.7,9.7845731222,14.210020959,3.0,9.0,11.0,23.0,27.0,22.0,16.0,16.0,21.0,11.0,168.0,161.0,3.4,2.5,11.0,10.0,24.0,32.0,56.0,68.0,11.0,32.0,5449.3,5818.1,0.034,0.097,2
3890494,draw,Werder Bremen,1,1.259528278,10,456,68,22,128,238,10649.1384645,10,22,21,11,12,223,34,11,23,66,32,6061.400000000001,63,FSV Mainz 05,1,0.826527524,8,536,104,16,141,314,11665.4736527,17,16,25,14,11,190,19,20,35,61,33,6278.8,61,0.4330007539999999,2,-80,-13,-76,-36,-1016.3351882000006,-7,6,-4,-3,1,33,15,-9,-12,5,-1,-217.39999999999964,2,0,1.259528278,0.826527524,10.0,8.0,45.6,53.6,12.8,14.1,23.8,31.4,6.8,10.4,10.6491384645,11.6654736527,10.0,17.0,22.0,16.0,21.0,25.0,11.0,14.0,12.0,11.0,223.0,190.0,3.4,1.9,11.0,20.0,23.0,35.0,66.0,61.0,32.0,33.0,6061.400000000001,6278.8,0.063,0.061,1
3890495,away_win,FC Köln,0,0.4293660594999999,6,280,48,7,108,141,7482.9919539,9,7,31,15,13,263,17,24,6,40,17,4541.4,29,Bayern Munich,1,0.489157062,6,888,50,26,102,725,16898.8352724,14,26,7,6,8,69,11,15,2,105,24,6345.099999999999,75,-0.0597910025,0,-608,6,-584,-2,-9415.8433185,-5,-19,24,9,5,194,6,9,4,-65,-7,-1803.7,-46,-1,0.4293660594999999,0.489157062,6.0,6.0,28.0,88.8,10.8,10.2,14.1,72.5,4.8,5.0,7.4829919539,16.8988352724,9.0,14.0,7.0,26.0,31.0,7.0,15.0,6.0,13.0,8.0,263.0,69.0,1.7,1.1,24.0,15.0,6.0,2.0,40.0,105.0,17.0,24.0,4541.4,6345.099999999999,0.029,0.075,0
3890496,home_win,Hertha Berlin,2,0.9330038445,7,542,124,19,135,346,12543.1577491,10,19,14,8,13,153,14,14,9,49,15,6413.7,30,Ingolstadt,1,0.776075681,9,461,96,4,149,230,10631.3024898,13,4,23,7,16,181,8,22,11,76,36,6138.7,66,0.1569281634999999,-2,81,-14,116,28,1911.8552593000004,-3,15,-9,1,-3,-28,6,-8,-2,-27,-21,275.0,-36,1,0.9330038445,0.776075681,7.0,9.0,54.2,46.1,13.5,14.9,34.6,23.0,12.4,9.6,12.5431577491,10.6313024898,10.0,13.0,19.0,4.0,14.0,23.0,8.0,7.0,13.0,16.0,153.0,181.0,1.4,0.8,14.0,22.0,9.0,11.0,49.0,76.0,15.0,36.0,6413.7,6138.7,0.03,0.066,2
3890497,home_win,Eintracht Frankfurt,1,1.481242561,10,527,92,13,195,255,11952.8457072,16,13,19,16,11,164,10,19,29,72,45,6525.5,77,Hannover 96,0,0.359659137,7,400,89,25,175,167,8933.88427006,11,25,26,15,14,163,28,22,20,68,31,5698.1,42,1.121583424,3,127,20,88,3,3018.9614371400003,5,-12,-7,1,-3,1,-18,-3,9,4,14,827.3999999999996,35,1,1.481242561,0.359659137,10.0,7.0,52.7,40.0,19.5,17.5,25.5,16.7,9.2,8.9,11.9528457072,8.93388427006,16.0,11.0,13.0,25.0,19.0,26.0,16.0,15.0,11.0,14.0,164.0,163.0,1.0,2.8,19.0,22.0,29.0,20.0,72.0,68.0,45.0,31.0,6525.5,5698.1,0.077,0.042,2
3890498,draw,Wolfsburg,1,1.268381037,19,725,87,16,99,557,15033.5976556,16,16,14,9,6,69,16,16,6,75,37,5932.2,75,Darmstadt 98,1,1.282228235,11,243,41,2,126,73,6932.812622,7,2,17,5,13,196,21,18,14,62,19,5154.8,43,-0.0138471980000001,8,482,-27,484,46,8100.7850336,9,14,-3,4,-7,-127,-5,-2,-8,13,18,777.3999999999996,32,0,1.268381037,1.282228235,19.0,11.0,72.5,24.3,9.9,12.6,55.7,7.3,8.7,4.1,15.0335976556,6.932812622,16.0,7.0,16.0,2.0,14.0,17.0,9.0,5.0,6.0,13.0,69.0,196.0,1.6,2.1,16.0,18.0,6.0,14.0,75.0,62.0,37.0,19.0,5932.2,5154.8,0.075,0.043,1
3890499,away_win,Hamburger SV,1,2.599706364,24,560,78,14,172,300,13306.0143291,21,14,22,12,5,180,11,18,18,91,57,6669.9,115,Hoffenheim,3,1.8950392325,14,349,85,14,119,191,8259.5836437,3,14,19,6,11,132,28,19,22,43,10,5134.4,45,0.7046671314999997,10,211,53,109,-7,5046.430685400001,18,0,3,6,-6,48,-17,-1,-4,48,47,1535.5,70,-2,2.599706364,1.8950392325,24.0,14.0,56.0,34.9,17.2,11.9,30.0,19.1,7.8,8.5,13.3060143291,8.2595836437,21.0,3.0,14.0,14.0,22.0,19.0,12.0,6.0,5.0,11.0,180.0,132.0,1.1,2.8,18.0,19.0,18.0,22.0,91.0,43.0,57.0,10.0,6669.9,5134.4,0.115,0.045,0
3890500,away_win,VfB Stuttgart,0,0.901275196,13,497,71,9,133,251,10969.6041654,9,9,25,17,6,179,32,18,12,79,27,6110.3,63,Bayer Leverkusen,2,2.127092613,15,411,73,16,140,191,9485.777584,4,16,26,15,5,134,18,21,28,72,32,5832.5,64,-1.2258174169999998,-2,86,-7,60,-2,1483.8265814000006,5,-7,-1,2,1,45,14,-3,-16,7,-5,277.8000000000002,-1,-2,0.901275196,2.127092613,13.0,15.0,49.7,41.1,13.3,14.0,25.1,19.1,7.1,7.3,10.9696041654,9.485777584,9.0,4.0,9.0,16.0,25.0,26.0,17.0,15.0,6.0,5.0,179.0,134.0,3.2,1.8,18.0,21.0,12.0,28.0,79.0,72.0,27.0,32.0,6110.3,5832.5,0.063,0.064,0
